userName,content,score,at
Rani Rachmawati,opl,5,2025-03-27 09:13:34
Eva Septya,"Shopee,..memang oke,...bagi saya...karena belanja,yg tadi nya susah.,jadi mudah,..tepat waktu,.itu yg utama,.sama ada cod nya,..kan tidak semua,orang punya tabungan,ya,..contoh nya saya pribadi,.ada nya uang kess,.itu menurut saya....terimakasih Shopee...",5,2025-03-27 09:11:29
Vania Paris,aplikasi ini sangat membantu untuk berbelanja online dari seluruh indonesia. semoga paylater saya di accz karena suda 5 bulan ditolak terus,5,2025-03-27 09:10:33
22 Ni putu Dea Ananda,"baguss, menudahkan hidup",5,2025-03-27 09:09:16
Abis 0161,Menjadikan kebutuhan kita dalam genggaman,5,2025-03-27 09:08:53
faizan nehan,sangat memudahkan kita untuk berbelanja,5,2025-03-27 09:08:06
Ismi Farah Aliah,ok lah,5,2025-03-27 09:04:48
Rina Hasan,sangat membantu,5,2025-03-27 09:04:24
ariesbejo,Ok,5,2025-03-27 09:03:59
Serbi Saputra,mantap,5,2025-03-27 09:02:17
angi saputra,"ko di fitur live ada seler yang lagi live ya,pas di lihat akun nya sudah 12 Minggu ga aktip coba chekout juga di batalkan automatic",1,2025-03-27 09:00:37
Alam Raya,simple gak ribet,5,2025-03-27 09:00:03
Mila Kamaliah,Gakbisa belanja impor 😭,5,2025-03-27 08:59:01
purwati prihatiningsih,bagus tapi sayang vocernya cepat habis,5,2025-03-27 08:58:19
Ainizt Anna,semua barang realpict,5,2025-03-27 08:57:24
dona Muhlis,shopee mantap bangat 👍🏻👍🏻🫰🏻,5,2025-03-27 08:56:32
Sukron Sukron,Sukron Sukronin ribet ruwet mbulet,1,2025-03-27 08:56:23
Leman pangalayo,👍,2,2025-03-27 08:55:46
Iralibra Ira,suka,5,2025-03-27 08:52:35
Ali Thopan,bagus barang sesuai ..trus..lebih baik LG buat shopee,5,2025-03-27 08:51:42
Ivan Hutabarat,Bagus dan bermanfaat,5,2025-03-27 08:51:41
Nanang Bastian,"di saat yang lain heboh cari baju lebaran bingung ke pasar penuh ke mall penuh,gak usah repot antri kan ada Shopee semua masalah mu teratasi",5,2025-03-27 08:51:31
Manda morin Nufus,ok,5,2025-03-27 08:50:02
Bima Parakrama,Adanya shopee sangat membantu aku dan keluargaku 🙏🙏 Terimakasih shopee,5,2025-03-27 08:50:02
Meong Meong,pengirim sangat lambat,1,2025-03-27 08:49:42
Andri Herdiansyah,belanja lebih mudah dan lebih hemat,5,2025-03-27 08:48:54
Melia Fitri,"memuaskan,disaat saya mengajukan pengembalian karena pesanan saya kurang,saya mendapat cepat tanggapan,dan uang saya di kembalikan,tetapi sebagian kecil toko juga ada yang mengecewakan ,di gambar barang nya bagus,tapi saat sampai dilihat jahitan nya nggak ada rapi nya dan juga tipis menerawang,nggak sesuai dg harga.",5,2025-03-27 08:48:03
Nayrakids 19,baik,4,2025-03-27 08:45:39
CRUEL Gaming,"mesen paket udah seminggu lebih ga nyampe nyampe, padahal domisili jakarta loh, lamanya",1,2025-03-27 08:45:25
Iwan Setiawan,sangat membantu,5,2025-03-27 08:43:56
Muhammad Yasir Moh. Yunus A.W.,"sangat membantu untuk belanja,,, kekurangan nya andaikan ada versi dewasa 18+ untuk penjualan sperti liquid Vape, mod, koil, mngkin lbih baik lagi seperti di Tokopedia...",4,2025-03-27 08:41:13
Paulus Setyobudhi,Puas !,5,2025-03-27 08:40:52
KEPIN,spx lemot gaada kejelasan,1,2025-03-27 08:40:22
Naufal Jepara,sangat bagus,5,2025-03-27 08:36:28
Dixlov MZM,sangat membantu,5,2025-03-27 08:35:30
Arma Arma,top bgt,5,2025-03-27 08:35:23
harry novriza,keren,5,2025-03-27 08:35:23
Mss. Yanti,aplikasinya sudah bagus cuma kendalanya lemot,4,2025-03-27 08:35:03
Makno Oktaa,aplikasi memuaskan,4,2025-03-27 08:34:23
Kuswandi,ok shopee 👍,5,2025-03-27 08:32:25
Enung Maryani,"Barang komplit, byk promo",5,2025-03-27 08:31:38
Roni Apriyanto,knpa suka bug si🙂‍↕️ masak buka shope yg muncul sama di muat berkali2 tetep sama bukak spaylater gak bisaa pdhal mau bayar bntar lagi jatuh tempo,3,2025-03-27 08:31:12
Harris Mudari,Terlalu memaksakan kepentingan buka apk disodorin video iklan...,2,2025-03-27 08:29:53
doko,tidak ada pitur blokir lg,1,2025-03-27 08:29:30
Robysugara Roby,ok... pokoke 👍👍👍,5,2025-03-27 08:27:55
Erza Scarlet,kurir dan pengiriman spx lemot banget beli barang dua Minggu belum juga sampai dan di cancel pun tidak bisa,1,2025-03-27 08:24:09
Sate Uddin,belanja online apa saja di shopee ada,5,2025-03-27 08:24:05
Lia Yati,aplikasi nyah baguss,5,2025-03-27 08:23:32
Sokheh Hasan,jooooos,5,2025-03-27 08:23:21
Rusmiati Blora,suka bnget belanja di shopee..banyak diskon,5,2025-03-27 08:20:38
Murniati K,sy suka belanja d shopee,5,2025-03-27 08:19:56
Adam Firmansyah,"pesanan saya gak datang datang,hampir 1 bulan",1,2025-03-27 08:19:49
Qirani Sharma,bagus,5,2025-03-27 08:18:58
Dhy Why,ok,5,2025-03-27 08:17:42
Mei Pesoba (mei),Shopee emang The Best👍🏻👍🏻👍🏻🥰🥰🥰,5,2025-03-27 08:17:02
Ida Rusmayanti,bagus,5,2025-03-27 08:17:00
afifudin050 fudin,Sering eror sekarang juga eror,5,2025-03-27 08:16:07
Suntiyahtajudin tajudin,bagus aplikasi y,5,2025-03-27 08:15:02
Muh. Irvan Rahman,shopee thebest lah pokoknya,5,2025-03-27 08:12:26
M.Rusman Effendi,"puas banget,retur di tanggapi shope ,puas deh de.de",5,2025-03-27 08:12:10
kresno andri,mantul,5,2025-03-27 08:11:53
Nilza,"aplikasi nya bagus banget, tapi nyampe ke penerima paket nya lama , harus tunggu beberapa Minggu, saya ingin memesan sesuatu tapi saya ingin mudik besok , tolong di percepat kan mengantarkan paket nya yah",5,2025-03-27 08:10:58
Abdul Qodir,ok,5,2025-03-27 08:10:08
Rizal Noval,barang cepat pengiriman..dan gratis ongkir tanpa maysiamal,5,2025-03-27 08:08:15
Nokodek Van,ok,5,2025-03-27 08:07:40
Selawase,hapus bagi link air kenapa setiap saya share selalu gagal dan 1 lagi kenapa koin shopee yang dulu dikasih ratusan sekarang pelit banget astaghfirullah ngasih yang kecil kalo itu ya gausah sediain koin,1,2025-03-27 08:07:01
Engkos Koswara,ok,5,2025-03-27 08:06:11
doddi susanto,okkkkkk,5,2025-03-27 08:02:32
Nur Janah,sangat bagus,5,2025-03-27 08:02:21
Yulian Tina,"senang belanja di Shopee kalau barang salah kita mau tukar cepat dilayani,Terimakasih Shopee,tingkatkan pelayanan buat kepuasan customer,",5,2025-03-27 08:02:08
Evi Yulianti,Ongkir nya murah murahh bagus banget pokoknya aplikasi shopee,5,2025-03-27 08:02:02
mtaufiq budiawan,Semoga lebih banyak lagi diskonnya😁,5,2025-03-27 08:01:22
nugroho arief wijanarko,"nyari driver/kurir lama bener, cepetan ngumpulin bola dragon ball, pesenan senin bisa dipickup selasa sore padahal instant .. gila kali yak shopee, minta atur ulang pick-up malah ga bisa. lama bener kaya episode tukang bubur naik haji",1,2025-03-27 07:59:39
Furqon Elfarik,good,5,2025-03-27 07:58:27
Ariyanto Wibowo,mantap..,5,2025-03-27 07:57:18
Farel Prasetyawan,"nyepelekkan pelanggan gak tepat waktu mengolor"" waktu ayo Weh kok lama datengnya",1,2025-03-27 07:55:59
Pandaan,penjualnya amanah semua,4,2025-03-27 07:53:15
Adi Sukrisno,mantap,5,2025-03-27 07:49:57
Kulyubi Yubi,cepat dan terpercaya,5,2025-03-27 07:49:32
Rizky Ridho,ok,5,2025-03-27 07:49:16
Nur Iman,sangat worth it semua produk online termurah disini,5,2025-03-27 07:48:40
Shindy Agri Felisia,"Kangen tiktok shop, hari2 biasa pasti tetep gratis ongkir dan murahh❤❤😭😭😭 Ini aplilasi oren ongkir nya mahall dan pelitt gratis ongkirrr 😭😭😭😭😭😭😭",3,2025-03-27 07:47:44
Aqila Qila,bagus aplikasinya bisa beli barang murah murah lagi pokoknya bagus deh tapi pengiriman nya kadang muter muter bolak balik pengiriman nya tolong ya di langsungin ke tempat nya bisa juga kirim paket nya kerumah orang pas jalur nya sama 😇👍,5,2025-03-27 07:46:02
Kim Sr,ni shope emg ga laku2 apa gimana ya . iklam nya na'udzubillah dimana mana ga kaya tokped diem2 ajah iklan se cukup nya. ini sih lebih ke nyepam .malah males belanja di toko ini hadeh,1,2025-03-27 07:44:31
Anisa Nadeak,saya senang belanja di shopee,5,2025-03-27 07:43:17
Nicko Ardiansyah,bagus,5,2025-03-27 07:41:17
Dedy Iswanto,shope antar barang nya g ad yg mw ambil.payah,1,2025-03-27 07:41:16
Najmudin Assyiap,"bannyak geratis onkir nya, memuaskan mantap pokonamah barudak",5,2025-03-27 07:41:08
aida hidayah,semuanya ada.. the best deh.. makasih shopee,5,2025-03-27 07:39:27
Rudi Remon,"bagus terima kasih banyak shoopy.,semoga lancar terus pelayananya🙏.,",5,2025-03-27 07:38:25
Sobi Sobi,pengiriman lama,1,2025-03-27 07:37:18
Syandika Chandra,saldo cukup tp transaksi gagal di proses,1,2025-03-27 07:37:11
Arumi Ayuna,shopee memang terbaik.,5,2025-03-27 07:35:42
Danu Sukoco,tolong dipisah buatkan aplikasi khusus shopee live sama seperti shopee pay jadi aplikasi yg utama untuk belanja tidak terganggu/Lag/lemot,1,2025-03-27 07:34:52
Lingkar Silalahi,sangat membantu,5,2025-03-27 07:34:50
Muhammad Khafid,puas,5,2025-03-27 07:34:12
Febriary rizkia rahayu,"sangat kecewa sama shopee😩padahal aku gak pernah belanja d platform yg lain selain shopee,,akhir² ini susah bet mau ngajuin spinjam sama spaylater limit x-tra slalu gagal dan harus mncoba sebulan kemudian pdahal pinjaman sblum² nya slalu lancar tanpa kendala baik itu pengajuan pencairan dan juga pembayaran😮‍💨entah apa yg salah ..sdah mnghubungi cs pun tak mmbantu apa²...🙏",2,2025-03-27 07:33:38
Yuli Ramdani,kecewa dengan proses pengiriman yg teramat sangat lambat,1,2025-03-27 07:32:51
Linda Olinc,Aplikasi yang bermanfaat,5,2025-03-27 07:31:58
Hudin Siolimbona,sangat membantu buat kebutuhan,5,2025-03-27 07:30:06
Candy Crushers,"kagak di acc mulu, paylater gua, kagak jelas juga apa alasannya",1,2025-03-27 07:28:50
Ety Lestary,ok sangat membantu,5,2025-03-27 07:27:25
Joko Purnomo,"KERANJANG ORANGE Memuaskan,DI TUNGGU GRATIS ONGKIRNYA MIN...",5,2025-03-27 07:26:55
Taufik Rais,nyaman aman dan terpercaya,5,2025-03-27 07:26:21
Maulita,Sangat membantu buat saya yang malas keluar belanja sebagian kebutuhan bulanan saya. sukses terus buat team Shopee.,5,2025-03-27 07:25:16
raja siregar2424,enak belanja di shopee gk ribet,5,2025-03-27 07:23:30
Asniar Maliq,aku suka pakai aplikasi ini pokoknya is the best,5,2025-03-27 07:13:50
Diniarth Zainur A,marketplace yang recommended,5,2025-03-27 07:10:55
Muhammad Ansar,banyak Toko yg menjual Barang Palsu dan beda dg Deskripsi,3,2025-03-27 07:09:56
Me,"paket retur ku ngga segera ditindak padahal udh berhari-hari, jadi blum dapat pengembalian dana. hati hati aja si, soalnya kalo retur kaya dipersulit 0/10 bener bener ngecewain, ngga ku rekomendasiin",1,2025-03-27 07:09:12
Suherman Karimatim,belanja lebih murah dan mudah,5,2025-03-27 07:08:10
Mega Azhara,sangat membantu apalagi ada paylater nya,5,2025-03-27 07:07:55
Ahmad Firdaus,sangat bagus👍👍👍,5,2025-03-27 07:07:46
Irawan Adityo Insafianto,Sipppp.....,5,2025-03-27 07:04:38
Hanifatul Umamah,dikirm cepat barang sesuai dengan yg di gambar,5,2025-03-27 07:03:08
Midariani 82,notbad lahh,4,2025-03-27 07:02:45
Syaiful Gege,Tidak sesuai pesanan,2,2025-03-27 07:02:29
Adi Surya Hidayat,menyediakan barang2 berkualitas. murah dan layanan cepat ini bisa mengalahkan pasar ofline,5,2025-03-27 06:59:02
indah DT,semua mudah,5,2025-03-27 06:58:18
Muhammad Rifkhi,terbaik,5,2025-03-27 06:57:28
Penceng Koclok,sat set,5,2025-03-27 06:57:03
Ade Kurnia,Wahh shoppe datang nya tepat waktu 😊😊😊,5,2025-03-27 06:55:27
martono jawir,shoppe emang oye..belanja lebih mudah dan murah ..pengiriman cuepat dan tepatttt..⭐⭐⭐⭐⭐,5,2025-03-27 06:53:09
Gito Suwoko,😍😍😍,5,2025-03-27 06:52:20
lasieng nando,sangat membantu bagi kami untuk belanja tanpa harus mengeluarkan transportasi ke kota,5,2025-03-27 06:52:11
Oppo F7,sangat memberi kemudahan,5,2025-03-27 06:51:19
Yuli Kael,Belanja di Shopee lebih mudah dan lebih cepat. Belanja di Shopee praktis dan tdk perlu keluar rumah,4,2025-03-27 06:51:02
Edi Sugianto,bagus sekali dan aman untuk bertransaksi,5,2025-03-27 06:49:24
Fatchiyah,sangat membantu,5,2025-03-27 06:47:47
Alviansyah Elnawa gulo,mantap aplikasinya kak jadi suka beli kebutuhan disini banyak diskonnya semangat kakkk🤩🤩🤩,5,2025-03-27 06:44:59
Andi Sutiarna,belanja online yg sangat memuaskan...,5,2025-03-27 06:43:50
Achmad Wibowo,"Garansi tepat waktu cuma Gimik, Pengiriman terlambat tanggal garansinya juga mundur...",1,2025-03-27 06:43:41
Sutris Laborat,"bagus untuk aplikasi belanja online,tepat waktu dlm pengiriman,semoga kedepannya semakin baik,",5,2025-03-27 06:42:45
Agus Suwito,Spinjam tdk bsa pdhal cman telat 1x itupun cmn telat 2 hri..,1,2025-03-27 06:42:27
Agus gunawan,Kenapa koq tidak bisa filter lokasi..,4,2025-03-27 06:39:54
PUTRA Sparepart,semoga jaya terus,5,2025-03-27 06:39:18
Arja Arja,Ngak bisa COD,5,2025-03-27 06:35:47
Tatan Rustandi,Membantu asal jangan pinjem duit aja terlalu besar bunganya,5,2025-03-27 06:34:34
yulia ihsan,shopee terpercaya dan ok bangeet,5,2025-03-27 06:34:04
Muhammad Dani,apk yg sangat menyenangkan.murah dan bagus barangnya,5,2025-03-27 06:25:54
Gdjdgvd bdbvdnksb,aplikasi nya sangat jelek sudah 5 game sapuh game masih gak mau!!!!,1,2025-03-27 06:25:45
Budi Waluyo,"sangat baik,dan puas chekout dishopee.",5,2025-03-27 06:24:29
adiku suneo,saya paling sering belanja online ya disopee,5,2025-03-27 06:24:10
Fir daus,sangat sangat membantu.👍👍👍,5,2025-03-27 06:23:02
Pdt. Emrabser Sitompul,"terpercaya, semoga dipertahankan",5,2025-03-27 06:22:37
Lia Aini,"Senang belanja di Shopee,pelayanan nya baik..mudah & nyaman.tp klo bisa lbih di tingkat kn lg promo & gratis ongkir nya.hrs bener2 ksh harga miring.krna ini bs jd alasan kami memilih shopee di banding aplikasi lain nya.",5,2025-03-27 06:20:51
Scroach Gaming,"Parah banget ini shoppee gw mau CO pake voucher tidak bisa malah di batalin otomatis terus sangat kecewa sih, setelah ditelusuri alasannya aktivitas tidak wajar anehh, padahal pemakaian voucher nya sudah sesuai sama S&K yang berlaku, KECEWA BERAT",1,2025-03-27 06:20:26
sitirahma,mantap,5,2025-03-27 06:15:59
nadhira syarifatu,bagus untuk shopping shopping,5,2025-03-27 06:07:15
YB Suryadi,Sangat membantu...,5,2025-03-27 06:06:01
agung kurnia,nice,5,2025-03-27 06:02:53
Ina Agustin,"cocok bgt buat belanja, apalagi kalo lagi mager kemana mana",5,2025-03-27 06:01:21
Ro dy,ok,5,2025-03-27 05:59:57
Khamid Ariessandi,Terima kasih shopee Belanja jadi mudah,5,2025-03-27 05:56:29
SILFI PRAMESWARI,bagus mantap membantu sekali,5,2025-03-27 05:53:42
Muhammad Fajri,wiw,4,2025-03-27 05:52:44
Mu Hakim,Terima kasih sangat KECEWA edit yang terbaru kirain bakal ditingkatkan eh kejadiannya terulang lagi apa yang ditingkatkan🙂,1,2025-03-27 05:52:13
Ilham Rio,kalo bisa di percepat kirim barang nyak,5,2025-03-27 05:48:10
dian rian,"BAGUS DAN SANGAT MEMBANTU , MANTEP",5,2025-03-27 05:48:02
Toni Hidayat,bagus,4,2025-03-27 05:42:14
suhar Toyo,good,4,2025-03-27 05:39:28
Agus Triyono,ok,5,2025-03-27 05:38:19
tas kresek,bagus,5,2025-03-27 05:38:03
Inal Zs,ok baik,5,2025-03-27 05:36:34
Kalisa Ramadhani,beli d shoppee barangnya real.serta amanah sy suka bngt beli d sini.mksh shopee🙏🏻🙏🏻🙏🏻,5,2025-03-27 05:36:31
Budi Widjaja,brng dtng tepat waktu,5,2025-03-27 05:35:35
Ahmad Jaelani,"sekarang lama2 malas pesan barang di shopee, udah ajuin pembatalan masih aja tetap di kirim terkesan memaksa harus beli",1,2025-03-27 05:35:23
Bayu Ardiansyah,"sedikit saran 1. biaya layanan di gabungkan saja di harga produk, sebelum co kadang kaget ada biaya lagi, apalagi untuk barang 200.000 ke atas biaya layanannya bisa 10.000 lebih, jadi harga produk di awal langsung aja 210.000 tanpa biaya layanan, ngak masalah sih cuma kurang nyaman aja. 2. paket harga 22.500 pas udah sampe jadi 23.000 ngak masalah sih cuma selisih dikit, mungkin bisa diterapkan sistem harga 23.000 kembalian 500 nya masuk di shopee koin jadi bisa digunakan lagi. 3. tema gelap.",5,2025-03-27 05:34:52
Arsyad Wildan,"sekarang spx ke wilayah saya lemot,,biasa 3 hari sekarang 4 sampai 1 Minggu baru sampai,,,,",3,2025-03-27 05:34:19
Aura Sintia,kak aku co shopee Uda transfer barangnya tidak dikirim2 aku batalkan kok dananya tidak kembali/masuk shopeepay😭,4,2025-03-27 05:34:10
Ariq Syahilal,asik bgt belanja di toko ini serba murah dan gratis ongkir lagi,5,2025-03-27 05:26:55
Heri Ariel Firmansyah,"Shoppe pengiriman lelet muter"" beda sma lazada 3 hri smpe..",4,2025-03-27 05:26:16
Lisa Wirawand,belanja di app shope sangat amanah terpercaya dan baik untuk smua yg bersangkutan dgn app shope seperti pihak toko pihak jasa kirim pihak customer servis nya sangat cepat sigap dalam menyelesaikan masalah atau kendala pembeli terimakasih app shope sangat membantu sya sbagai olshop sangat terbantu ad nya app shope🥰🥰🥰,5,2025-03-27 05:24:33
Siti Sundari,gak kebagian big sale Ramadhan,3,2025-03-27 05:23:11
Jasmi Yarti,semoga spx pelayanannya slalu baik..selama belanja blum pernah kurir spx telat.. belanja di shopee sejauh ini sangat membantu..walaupun msh banyak yg tdk sesuai dng pesanan...semoga lbh ditingkatkan lagi..,5,2025-03-27 05:22:35
Begendho Mud,tingkatkan,4,2025-03-27 05:22:23
Noor Raya Aya,"aku suka aplikasi ini belanja lebih mudah tinggal buka apa yang mau di beli tinggal pesan datang barang nya Dan sesuai yang diinginkan murah2 juga harganya. terima kasih atas pelayanan nya, semoga aplikasi nya selalu ada sampai kapan pun. Amin.......",5,2025-03-27 05:22:13
Gappy Move,mantaaap,5,2025-03-27 05:20:48
Abm Abdul,bagus,5,2025-03-27 05:20:25
Bolu Tiwul,baguss,5,2025-03-27 05:18:28
Badriyah Riyah,puas bangt belanja di shopee,5,2025-03-27 05:17:53
Adryan Alung,sangat nyaman dan aman. terimakasih banyak shopee,5,2025-03-27 05:17:23
Musrifah Ifah,alhamdulilah semenjak pakai shopee segalanya tuntas,5,2025-03-27 05:17:16
Shellfy setya wulandari,gue lebih suka belanja di Shopee soalny gue lebih suka yang pasti pasti aj soalnya gue pertama kalinya beli di tiktokshop kagak jelas gmn pesanan nya masa gue udah mesen dari tanggal 15 samapai sekarang datang datang kalo di Shopee gue pesen 2 hari nyampe kok emang dasarnya aj tiktok suka mainin kastemernya emng anj,5,2025-03-27 05:14:33
Sumartono tono,"selama berlangganan sangat bagus, juga saat complaint penyelesaiannya sangat memuaskan... terimakasih atas semuanya semoga tambah jaya Shopee kedepannya",5,2025-03-27 05:13:58
Andrian Nolastname,"heran aku sama jasa kirim nya shopee semakin lama semakin ngaret kenapa harus di ajak muter"" dulu ya tuh paket padahal jarak nya deket kadang 7 hari baru sampe rumah tuh paket 🤦‍♂️beda sama yang dulu"" 2-3 hari udah sampe rumah klo skrang mah kadang melebihi estimasi🙇‍♂️",5,2025-03-27 05:13:09
Martha Wiyono,bermacam macam prodac,5,2025-03-27 05:09:43
Fredi ergiyanto,mudah,5,2025-03-27 05:07:16
Anisamamanyanabilaarfan,senang bisa belanja online di shoppe,5,2025-03-27 05:05:26
Surya Faris,bgus,5,2025-03-27 05:03:58
titis sutrisno uvnret MK Ki,joosss... shopee makin jaya,5,2025-03-27 05:02:30
Yulianti Nguru,terbaik,5,2025-03-27 05:00:16
vanilla eva,shopee...memudahkan kita mau belanja apapun sudah tersedia di shopee...shopee emang TOP BGT,5,2025-03-27 04:59:45
Andy saputra,kak ini kenapa aplikasinya tiap saya buka kok langsung kembali sendiri terus. tolong kak di perbaiki kendalanya terimakasih,1,2025-03-27 04:59:03
Nuur Anissa,"belanja mudah, banyak promo",5,2025-03-27 04:56:46
Can& dra,"jasa kirim dari pusatnya buruk ‼️ kalo didaerah kurirnya cepet tapi yang dari pusatnya buruk sekali , lemot dikirimnya kualitas buruk, saran pindah e-commerce yang lain aja buat teman-teman 👎👎",1,2025-03-27 04:55:00
Dina Aninda,"gabisa hapus akun ,uang di shopee pay gabisa di transfer atau di kirim,kode QR tidak bisa dipakai,kecewaaa pollllll",1,2025-03-27 04:54:45
Cika Novianti,membantu,4,2025-03-27 04:53:44
agus hariyanto,Shopee bagus barang bagus kurir baik,5,2025-03-27 04:53:24
I.R 095,"jasa pengiriman jelek , fixs hapus akun",1,2025-03-27 04:53:04
Surono Rono,"ngak bisa cod lagi ,ntar ku kasih bintang lima kalau bisa cod",1,2025-03-27 04:52:35
farkhana salsabila,"shopee apk nya berat bgt jadi lemot kalo lagi nyari2 barang, saran aja hapusin fitur yg ga terlalu penting",2,2025-03-27 04:51:39
Hera Mustika,"selalu dapat diskon dan ongkir gratis, harga sesuai dengan produk. barang yg dijual bagus bagus sesuai deskripsi. terimakasih Shopee semoga selalu menjadi aplikasi belanja online yg terdepan dan berkualitas.",5,2025-03-27 04:51:21
who's tya?,sangat simple buat pesanan,5,2025-03-27 04:45:50
